Tiêu đề,Giá,Diện tích,Giá/m2,Số phòng ngủ,Số phòng tắm,Địa chỉ,Ngày đăng
Bán tòa nhà mt hoàng văn thụ - hv dt 12x20 cn 240m2k/chầm 12 tầng lầu dt sàn 2168m2 giá 136 tỷ tlm,136 tỷ,2.168 m²,"62,73 tr/m²",,,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"2 nền đất mt kinh doanh 1/ đường nguyễn duy trinh 4,9 tỷ/72,6m2","4,9 tỷ",72.6 m²,"67,49 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán căn Penhouse The River Thủ Thiêm 360m2, 100m2 sân vườn giá 180tỷ sẵn sổ",180 tỷ,460 m²,"391,3 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
Cần tiền lo công việc chủ cần bán lô góc hai mặt tiền 411 m2 ngay đường 25 Hiệp Bình Chánh 29 tỷ Tl,29 tỷ,411 m²,"70,56 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán căn Penhouse The River Thủ Thiêm 360m2, 100m2 sân vườn giá 180tỷ sẵn sổ",180 tỷ,460 m²,"391,3 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
Cần tiền lo công việc chủ cần bán lô góc hai mặt tiền 411 m2 ngay đường 25 Hiệp Bình Chánh 29 tỷ Tl,29 tỷ,411 m²,"70,56 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán căn Officetel River Gate, giá siêu hời chỉ với 2.59 tỷ, 26m2 tại Bến Vân Đồn, Q4, HCM","2,59 tỷ",26 m²,"99,62 tr/m²",,1.0,"Q. 4, Tp. Hồ Chí Minh",12/10/2025
"Bán Nhà 3Lầu (8.5x22m)186m2 ,Hđt 45 Triệu/Tháng , Sổ hồng - Giá 28 Tỷ ~ 150Triệu/m2","27,9 tỷ",186 m²,150 tr/m²,,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Cắt lỗ thêm 200tr - tại Võ Thị Đòn, Tân Thông Hội, Chủ cần ra gấp 238m2 thổ - Bao QH sổ mới 2025",950 triệu,238 m²,"3,99 tr/m²",,,"H. Củ Chi, Tp. Hồ Chí Minh",12/10/2025
"Bán căn Officetel River Gate, giá siêu hời chỉ với 2.59 tỷ, 26m2 tại Bến Vân Đồn, Q4, HCM","2,59 tỷ",26 m²,"99,62 tr/m²",,1.0,"Q. 4, Tp. Hồ Chí Minh",12/10/2025
"Bán Nhà 3Lầu (8.5x22m)186m2 ,Hđt 45 Triệu/Tháng , Sổ hồng - Giá 28 Tỷ ~ 150Triệu/m2","27,9 tỷ",186 m²,150 tr/m²,,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Cắt lỗ thêm 200tr - tại Võ Thị Đòn, Tân Thông Hội, Chủ cần ra gấp 238m2 thổ - Bao QH sổ mới 2025",950 triệu,238 m²,"3,99 tr/m²",,,"H. Củ Chi, Tp. Hồ Chí Minh",12/10/2025
"Khan hiếm! Chỉ ~218tr/m2 bán gấp nhà Hoàng Hoa Thám, Bình Thạnh 2 MT trước sau DT 20mx23m, CN 460m2",100 tỷ,460 m²,"217,39 tr/m²",,,"Q. Bình Thạnh, Tp. Hồ Chí Minh","Khan hiếm! Chỉ ~218tr/m2 bán gấp nhà Hoàng Hoa Thám, Bình Thạnh 2 MT trước sau DT 20mx23m, CN 460m2"
"Siêu khan hiếm! Bán khuôn đất lớn sát Q.1 phù hợp XD tòa nhà VP, CHDV, TXD hầm + 8 tầng, MĐ 80%",80 tỷ,256 m²,"312,5 tr/m²",,,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Siêu phẩm mặt tiền bùi đình túy bình thạnh | 4 t,btct | full nội thất cao cấp sổ nở hậu chỉ 5,55","5,55 tỷ",20 m²,"277,5 tr/m²",2.0,3.0,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Siêu khan hiếm! Bán khuôn đất lớn sát Q.1 phù hợp XD tòa nhà VP, CHDV, TXD hầm + 8 tầng, MĐ 80%",80 tỷ,256 m²,"312,5 tr/m²",,,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Siêu phẩm mặt tiền bùi đình túy bình thạnh | 4 t,btct | full nội thất cao cấp sổ nở hậu chỉ 5,55","5,55 tỷ",20 m²,"277,5 tr/m²",2.0,3.0,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
Nhà 5 tầng hiếm khu 20 thước gần phố ẩm thực vĩnh khánh q4,"4,7 tỷ",21 m²,"223,81 tr/m²",,,"Q. 4, Tp. Hồ Chí Minh",12/10/2025
"Nhà đẹp HXH Huỳnh Văn Nghệ, ngang 5m, 75m2, 3 tầng, 4pn, full nội thất gỗ, chỉ 6.9 tỷ","6,9 tỷ",75 m²,92 tr/m²,4.0,4.0,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà riêng tại Nguyễn Văn Quá, 3,85 tỷ, 46m2, 3PN, 2WC, Quận 12, HCM","3,85 tỷ",46 m²,"83,7 tr/m²",3.0,2.0,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Cô Năm Cần Bán Nhà Đường Lê Thị Hồng P1 Gò Vấp Giá 4tỷ590/55m2(5x11m) Sổ Sẵn, Pháp lý chuẩn, hẻm 6m","4,59 tỷ",55 m²,"83,45 tr/m²",3.0,3.0,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Bán đất DT - 6.6m x10m= 65m2 tại Long Thạnh Mỹ, Thủ Đức - Bên hông trường TH Nguyễn Minh Quang","3,5 tỷ",65 m²,"53,85 tr/m²",2.0,2.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán Gấp, Hẻm Xe Hơi Tránh Sát MT Phan Văn Trị Tăng Bạt Hổ 3 Tầng BTCT","10,48 tỷ",49 m²,"213,88 tr/m²",3.0,4.0,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Đường Hồ Văn long, BHHB, Bình Tân, giáp Nguyễn thị tú, lề Trọng Tấn, Diện tích: 5x13m, 1trệt 2 lầu","5,55 tỷ",65 m²,"85,38 tr/m²",3.0,3.0,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Chú Tư thiện chí bán nhà Phan Chu Trinh, p12, Bình Thạnh, giá 3,59 tỷ, DT 82,8m2, cho thuê 24tr/th",Thương lượng,82.8 m²,,4.0,5.0,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Giảm g.ấp 500tr - hxh thông - 68m2 4 tầng btct - xô viết nghệ tĩnh, bt chỉ 12.x tỷ","12,2 tỷ",66.8 m²,"182,63 tr/m²",,4.0,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Vip Bàu cát, Nguyễn hồng đào tân bình, 5 tầng, có thang máy, hẻm xe hơi, 102m2, 16.x tỷ","16,1 tỷ",102 m²,"157,84 tr/m²",5.0,,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà hẻm vip thành thái, q10 - có sân đậu xe hơi - dt: 4.2 x 17m - giá 20 tỷ tl",20 tỷ,67.2 m²,"297,62 tr/m²",,,"Q. 10, Tp. Hồ Chí Minh",12/10/2025
Nhà 5 tầng hiếm khu 20 thước gần phố ẩm thực vĩnh khánh q4,"4,7 tỷ",21 m²,"223,81 tr/m²",,,"Q. 4, Tp. Hồ Chí Minh",12/10/2025
"Nhà đẹp HXH Huỳnh Văn Nghệ, ngang 5m, 75m2, 3 tầng, 4pn, full nội thất gỗ, chỉ 6.9 tỷ","6,9 tỷ",75 m²,92 tr/m²,4.0,4.0,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà riêng tại Nguyễn Văn Quá, 3,85 tỷ, 46m2, 3PN, 2WC, Quận 12, HCM","3,85 tỷ",46 m²,"83,7 tr/m²",3.0,2.0,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Cô Năm Cần Bán Nhà Đường Lê Thị Hồng P1 Gò Vấp Giá 4tỷ590/55m2(5x11m) Sổ Sẵn, Pháp lý chuẩn, hẻm 6m","4,59 tỷ",55 m²,"83,45 tr/m²",3.0,3.0,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Bán đất DT - 6.6m x10m= 65m2 tại Long Thạnh Mỹ, Thủ Đức - Bên hông trường TH Nguyễn Minh Quang","3,5 tỷ",65 m²,"53,85 tr/m²",2.0,2.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán Gấp, Hẻm Xe Hơi Tránh Sát MT Phan Văn Trị Tăng Bạt Hổ 3 Tầng BTCT","10,48 tỷ",49 m²,"213,88 tr/m²",3.0,4.0,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Đường Hồ Văn long, BHHB, Bình Tân, giáp Nguyễn thị tú, lề Trọng Tấn, Diện tích: 5x13m, 1trệt 2 lầu","5,55 tỷ",65 m²,"85,38 tr/m²",3.0,3.0,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Chú Tư thiện chí bán nhà Phan Chu Trinh, p12, Bình Thạnh, giá 3,59 tỷ, DT 82,8m2, cho thuê 24tr/th",Thương lượng,82.8 m²,,4.0,5.0,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Giảm g.ấp 500tr - hxh thông - 68m2 4 tầng btct - xô viết nghệ tĩnh, bt chỉ 12.x tỷ","12,2 tỷ",66.8 m²,"182,63 tr/m²",,4.0,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Vip Bàu cát, Nguyễn hồng đào tân bình, 5 tầng, có thang máy, hẻm xe hơi, 102m2, 16.x tỷ","16,1 tỷ",102 m²,"157,84 tr/m²",5.0,,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà hẻm vip thành thái, q10 - có sân đậu xe hơi - dt: 4.2 x 17m - giá 20 tỷ tl",20 tỷ,67.2 m²,"297,62 tr/m²",,,"Q. 10, Tp. Hồ Chí Minh",12/10/2025
Giảm Sâu 1 Tỷ Bán Gấp Nhà 5 Tầng BTCT Cách MT 3 Căn Lê Văn Sỹ Siêu Hiếm,"8,98 tỷ",58 m²,"154,83 tr/m²",5.0,5.0,"Q. 3, Tp. Hồ Chí Minh",12/10/2025
"Rổ hàng bán đúng căn đúng giá CC Aurora Bến Bình Đông 1pn giá 2300, 2pn giá 2900, 3pn giá 3300","2,3 tỷ",50 m²,46 tr/m²,1.0,1.0,"Q. 8, Tp. Hồ Chí Minh",12/10/2025
"Độc quyền căn 2pn+ vườn nhật giá chỉ 3tỷ9, thanh toán trong 6 tháng","3,9 tỷ",69 m²,"56,52 tr/m²",2.0,2.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán NR 4PN 5WC tại Thạnh Lộc, 9,95 tỷ, 81m2, khu bến xưa Q12, HCM - Hot!","9,95 tỷ",81 m²,"122,84 tr/m²",4.0,5.0,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"The win city căn hộ giá rẻ cạnh tp.hcm, chỉ 1 tỷ2/căn ưu đãi khủng 100 căn đầu tiên!","1,2 tỷ",34 m²,"35,29 tr/m²",2.0,2.0,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Cơ hội đầu tư kim cương: 2MT Xuân Thủy Đường 54, QHXD hầm + 7 tầng, lợi nhuận cực cao!",Thương lượng,329 m²,,,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Nhà 2 mặt hẻm trước sau nhà mới cứng ở ngay 4,6 tỷ","4,6 tỷ",52 m²,"88,46 tr/m²",2.0,2.0,"Q. Bình Tân, Tp. Hồ Chí Minh","Nhà 2 mặt hẻm trước sau nhà mới cứng ở ngay 4,6 tỷ"
Tui chính chủ cần bán căn hộ 85m2 3PN. 2WC giá 3tỷ500 sổ hồng cầm tay,"3,5 tỷ",85 m²,"41,18 tr/m²",3.0,2.0,"H. Bình Chánh, Tp. Hồ Chí Minh",12/10/2025
"Rẻ nhất khu vực, nhà mới đẹp Mã Lò, 48m2, 2 tầng, chỉ 4,15 tỷ còn TL khách thiện chí","4,15 tỷ",48 m²,"86,46 tr/m²",2.0,3.0,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
Bqly căn hộ - bán căn hộ saigon mia - giá tốt nhất thị trường alo em ngay : 0901306069,"5,25 tỷ",76 m²,"69,08 tr/m²",2.0,1.0,"H. Bình Chánh, Tp. Hồ Chí Minh",12/10/2025
"Hot hot hot bán penthouse Hưng Vượng 2, căn góc hướng Đông Nam, ban công dài, 3pn 2wc SH giá 8.5tỷ","8,8 tỷ",152 m²,"57,89 tr/m²",3.0,2.0,"Q. 7, Tp. Hồ Chí Minh",12/10/2025
"Chính chủ bán Vinhomes Bason Quận 1, giá tốt",13 tỷ,72 m²,"180,56 tr/m²",2.0,2.0,"Q. 1, Tp. Hồ Chí Minh",12/10/2025
Giảm Sâu 1 Tỷ Bán Gấp Nhà 5 Tầng BTCT Cách MT 3 Căn Lê Văn Sỹ Siêu Hiếm,"8,98 tỷ",58 m²,"154,83 tr/m²",5.0,5.0,"Q. 3, Tp. Hồ Chí Minh",12/10/2025
"Rổ hàng bán đúng căn đúng giá CC Aurora Bến Bình Đông 1pn giá 2300, 2pn giá 2900, 3pn giá 3300","2,3 tỷ",50 m²,46 tr/m²,1.0,1.0,"Q. 8, Tp. Hồ Chí Minh",12/10/2025
"Độc quyền căn 2pn+ vườn nhật giá chỉ 3tỷ9, thanh toán trong 6 tháng","3,9 tỷ",69 m²,"56,52 tr/m²",2.0,2.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán NR 4PN 5WC tại Thạnh Lộc, 9,95 tỷ, 81m2, khu bến xưa Q12, HCM - Hot!","9,95 tỷ",81 m²,"122,84 tr/m²",4.0,5.0,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"The win city căn hộ giá rẻ cạnh tp.hcm, chỉ 1 tỷ2/căn ưu đãi khủng 100 căn đầu tiên!","1,2 tỷ",34 m²,"35,29 tr/m²",2.0,2.0,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Cơ hội đầu tư kim cương: 2MT Xuân Thủy Đường 54, QHXD hầm + 7 tầng, lợi nhuận cực cao!",Thương lượng,329 m²,,,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Nhà 2 mặt hẻm trước sau nhà mới cứng ở ngay 4,6 tỷ","4,6 tỷ",52 m²,"88,46 tr/m²",2.0,2.0,"Q. Bình Tân, Tp. Hồ Chí Minh","Nhà 2 mặt hẻm trước sau nhà mới cứng ở ngay 4,6 tỷ"
Tui chính chủ cần bán căn hộ 85m2 3PN. 2WC giá 3tỷ500 sổ hồng cầm tay,"3,5 tỷ",85 m²,"41,18 tr/m²",3.0,2.0,"H. Bình Chánh, Tp. Hồ Chí Minh",12/10/2025
"Rẻ nhất khu vực, nhà mới đẹp Mã Lò, 48m2, 2 tầng, chỉ 4,15 tỷ còn TL khách thiện chí","4,15 tỷ",48 m²,"86,46 tr/m²",2.0,3.0,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
Bqly căn hộ - bán căn hộ saigon mia - giá tốt nhất thị trường alo em ngay : 0901306069,"5,25 tỷ",76 m²,"69,08 tr/m²",2.0,1.0,"H. Bình Chánh, Tp. Hồ Chí Minh",12/10/2025
"Hot hot hot bán penthouse Hưng Vượng 2, căn góc hướng Đông Nam, ban công dài, 3pn 2wc SH giá 8.5tỷ","8,8 tỷ",152 m²,"57,89 tr/m²",3.0,2.0,"Q. 7, Tp. Hồ Chí Minh",12/10/2025
"Chính chủ bán Vinhomes Bason Quận 1, giá tốt",13 tỷ,72 m²,"180,56 tr/m²",2.0,2.0,"Q. 1, Tp. Hồ Chí Minh",12/10/2025
Bán nhà hẻm xe hơi quốc lộ 13 | dãy nhà phố đồng bộ - 70m(4x17.2) - 4 tầng st 4 pn - hơn 6 tỷ,"6,5 tỷ",70 m²,"92,86 tr/m²",4.0,5.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà 3 tầng + sân thượng trần bình trọng, q5 5 pn 4 wc dtsd 66m giá 5.9 tỷ tl","5,9 tỷ",66 m²,"89,39 tr/m²",5.0,4.0,"Q. 5, Tp. Hồ Chí Minh",12/10/2025
Bán nhà hẻm xe hơi quốc lộ 13 | dãy nhà phố đồng bộ - 70m(4x17.2) - 4 tầng st 4 pn - hơn 6 tỷ,"6,5 tỷ",70 m²,"92,86 tr/m²",4.0,5.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà 3 tầng + sân thượng trần bình trọng, q5 5 pn 4 wc dtsd 66m giá 5.9 tỷ tl","5,9 tỷ",66 m²,"89,39 tr/m²",5.0,4.0,"Q. 5, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà đường 12m - kdc lập phúc- phước kiển- nhà bè- dt: 89,7m2- 2 tầng- giá 8,399 tỷ","8,4 tỷ",89.7 m²,"93,65 tr/m²",3.0,3.0,"H. Nhà Bè, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mới hẻm 6m, DT 4x17.5m, 1 lửng Hòa Bình, Tân Phú Giá chỉ 6.9 tỷ","6,9 tỷ",70 m²,"98,57 tr/m²",1.0,1.0,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Cần bán căn nhà nhỏ xinh nằm ngay trung tâm Gò Vấp, đường số 14, P8. Giá 6tỷ150, dt 39m², xây 4tầng","6,15 tỷ",39 m²,"157,69 tr/m²",2.0,4.0,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
Đầu tư siêu lời nhà ở + 8 phòng trọ mặt tiền ttn13c dòng tiền ổn định sổ riêng,"9,5 tỷ",164 m²,"57,93 tr/m²",,,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà 2 tầng phường hiệp phú, tp. thủ đức (quận 9 cũ) giá chào bán: 10 tỷ",10 tỷ,97 m²,"103,09 tr/m²",3.0,3.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Chỉ 4,65 tỷ _ nhà đẹp 2 tầng _ 70m2 _ngay cđ công thương _hxh_ 4pn ,nhà mới ,vào ở ngay","4,65 tỷ",55 m²,"84,55 tr/m²",4.0,2.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà đường 12m - kdc lập phúc- phước kiển- nhà bè- dt: 89,7m2- 2 tầng- giá 8,399 tỷ","8,4 tỷ",89.7 m²,"93,65 tr/m²",3.0,3.0,"H. Nhà Bè, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mới hẻm 6m, DT 4x17.5m, 1 lửng Hòa Bình, Tân Phú Giá chỉ 6.9 tỷ","6,9 tỷ",70 m²,"98,57 tr/m²",1.0,1.0,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Cần bán căn nhà nhỏ xinh nằm ngay trung tâm Gò Vấp, đường số 14, P8. Giá 6tỷ150, dt 39m², xây 4tầng","6,15 tỷ",39 m²,"157,69 tr/m²",2.0,4.0,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
Đầu tư siêu lời nhà ở + 8 phòng trọ mặt tiền ttn13c dòng tiền ổn định sổ riêng,"9,5 tỷ",164 m²,"57,93 tr/m²",,,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà 2 tầng phường hiệp phú, tp. thủ đức (quận 9 cũ) giá chào bán: 10 tỷ",10 tỷ,97 m²,"103,09 tr/m²",3.0,3.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Chỉ 4,65 tỷ _ nhà đẹp 2 tầng _ 70m2 _ngay cđ công thương _hxh_ 4pn ,nhà mới ,vào ở ngay","4,65 tỷ",55 m²,"84,55 tr/m²",4.0,2.0,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"MTKD SIÊU ĐẸP NGAY CHỢ TÂN HƯƠNG TRUNG TÂM TÂN PHÚ Đường nhựa 10m có lề, kinh doanh sầm uất.",12 tỷ,90 m²,"133,33 tr/m²",2.0,2.0,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Nhà căn góc hẻm xe hơi - 1 căn ra mặt tiền đường Võ Oanh, hoa hậu khu cụm 5 trường đại học","6,5 tỷ",41 m²,"158,54 tr/m²",3.0,,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Hot! hxh 2 mặt tiền, phan đăng lưu, phú nhuận, ở/làm vpct, sẵn dòng thu 16tr/th, nhỉnh 7,xx tỷ (tl)","7,85 tỷ",39 m²,"201,28 tr/m²",4.0,4.0,"Q. Phú Nhuận, Tp. Hồ Chí Minh",12/10/2025
"[ 4 tỷ 850 ] Nhà Phạm Văn Hai , Tân Bình . Gần chợ Phạm Văn Hai . DT 85m2. LH 0903632392","4,85 tỷ",85 m²,"57,06 tr/m²",,,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"MTKD SIÊU ĐẸP NGAY CHỢ TÂN HƯƠNG TRUNG TÂM TÂN PHÚ Đường nhựa 10m có lề, kinh doanh sầm uất.",12 tỷ,90 m²,"133,33 tr/m²",2.0,2.0,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Nhà căn góc hẻm xe hơi - 1 căn ra mặt tiền đường Võ Oanh, hoa hậu khu cụm 5 trường đại học","6,5 tỷ",41 m²,"158,54 tr/m²",3.0,,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Hot! hxh 2 mặt tiền, phan đăng lưu, phú nhuận, ở/làm vpct, sẵn dòng thu 16tr/th, nhỉnh 7,xx tỷ (tl)","7,85 tỷ",39 m²,"201,28 tr/m²",4.0,4.0,"Q. Phú Nhuận, Tp. Hồ Chí Minh",12/10/2025
"[ 4 tỷ 850 ] Nhà Phạm Văn Hai , Tân Bình . Gần chợ Phạm Văn Hai . DT 85m2. LH 0903632392","4,85 tỷ",85 m²,"57,06 tr/m²",,,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán gấp nhà 1 trệt 2 lầu, tum sân thượng gần đường Đặng Văn Bi, Chợ Thủ Đức","8,5 tỷ",78.3 m²,"108,56 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Nhà 3 tầng hẻm xe hơi, giá 1 tỷ 690triệu Trương Đình Hội, P16, Quận 8, gần THCS Bình Đông, sổ riêng","1,69 tỷ",38.76 m²,"43,6 tr/m²",4.0,3.0,"Q. 8, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà đường Xô Viết Nghệ Tĩnh, 62m2, 3 tầng, 5 Phòng khép kín, dòng tiền 360Trđ/Năm","8,7 tỷ",62 m²,"140,32 tr/m²",5.0,,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà Trường Quốc Dung, P.10 Phú Nhuận, 30,5m², 1 trệt 1 lửng 2 lầu, giá chỉ 2tỷ050,LH 0904472779","2,05 tỷ","30,5 m²","67,21 tr/m²",,,"Q. Phú Nhuận, Tp. Hồ Chí Minh",12/10/2025
"Bán gấp nhà 1 trệt 2 lầu, tum sân thượng gần đường Đặng Văn Bi, Chợ Thủ Đức","8,5 tỷ",78.3 m²,"108,56 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Nhà 3 tầng hẻm xe hơi, giá 1 tỷ 690triệu Trương Đình Hội, P16, Quận 8, gần THCS Bình Đông, sổ riêng","1,69 tỷ",38.76 m²,"43,6 tr/m²",4.0,3.0,"Q. 8, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà đường Xô Viết Nghệ Tĩnh, 62m2, 3 tầng, 5 Phòng khép kín, dòng tiền 360Trđ/Năm","8,7 tỷ",62 m²,"140,32 tr/m²",5.0,,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà Trường Quốc Dung, P.10 Phú Nhuận, 30,5m², 1 trệt 1 lửng 2 lầu, giá chỉ 2tỷ050,LH 0904472779","2,05 tỷ","30,5 m²","67,21 tr/m²",,,"Q. Phú Nhuận, Tp. Hồ Chí Minh",12/10/2025
Chủ về quận 1 ở cùng con bán lại nhà lý phục man ngay trần trọng cung 82m2 nhỉnh 7 tỷ thương lượng,"7,25 tỷ",82 m²,"88,41 tr/m²",,,"Q. 7, Tp. Hồ Chí Minh",12/10/2025
"Chính chủ 1 đời,5x18,3T,BTCT đường 8m thông, khu dân cư Q12, tìm chủ mới nhà tâm huyết.",8 tỷ,88 m²,"90,91 tr/m²",4.0,4.0,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Bán tòa 92 Bùi Thị Xuân, DT:4.1x20m, 2 lầu giá 28 tỷ TL, liên hệ 0971829193",28 tỷ,82 m²,"341,46 tr/m²",,,"Q. 1, Tp. Hồ Chí Minh",12/10/2025
Chủ về quận 1 ở cùng con bán lại nhà lý phục man ngay trần trọng cung 82m2 nhỉnh 7 tỷ thương lượng,"7,25 tỷ",82 m²,"88,41 tr/m²",,,"Q. 7, Tp. Hồ Chí Minh",12/10/2025
"Chính chủ 1 đời,5x18,3T,BTCT đường 8m thông, khu dân cư Q12, tìm chủ mới nhà tâm huyết.",8 tỷ,88 m²,"90,91 tr/m²",4.0,4.0,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Bán tòa 92 Bùi Thị Xuân, DT:4.1x20m, 2 lầu giá 28 tỷ TL, liên hệ 0971829193",28 tỷ,82 m²,"341,46 tr/m²",,,"Q. 1, Tp. Hồ Chí Minh",12/10/2025
"Bán Nhà CHợ Đầu Mối Bình Điền , 6x20 có 1 lầu Giá 1 tỷ 150 . Cho thuê được 18 triệu/ tháng","1,15 tỷ",120 m²,"9,58 tr/m²",4.0,3.0,"Q. 8, Tp. Hồ Chí Minh",12/10/2025
"Bán 2 miếng đất mặt tiền bưng ông thoàn phường Phú hữu,diện tích 131m giá 12,5 tỷ LH 0915698839","12,5 tỷ",131 m²,"95,42 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"BÁN ĐẤT ĐƯỜNG HIỆP BÌNH TP. THỦ ĐỨC. 7.6 tỷ. DT: 72m². (5x15,5)Hẻm 2 xe hơi thông.","7,6 tỷ",72 m²,"105,56 tr/m²",,,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Chính chủ bán lô đất KDC Trung Sơn, Đường Số 3, Bình Hưng, Bình Chánh, 6x20m, vị trí đẹp, giá 15 tỷ",15 tỷ,120 m²,125 tr/m²,,,"H. Bình Chánh, Tp. Hồ Chí Minh",12/10/2025
"Lý chính thắng - hẻm xe hơi - nam kì khởi nghĩa - 5 tầng - chính chủ 2019 - 15,8 tỉ","15,8 tỷ",59 m²,"267,8 tr/m²",,5.0,"Q. 3, Tp. Hồ Chí Minh",12/10/2025
"Nhà riêng tại Phường 15, Tân Bình, HCM giá siêu hời, 5,1 tỷ, 67m2","5,1 tỷ",67 m²,"76,12 tr/m²",2.0,2.0,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
Ra đi nhanh em nhà btct quận 3 - nhà đẹp - hẻm to - giá nhẹ,"8,85 tỷ",28.8 m²,"307,29 tr/m²",,,"Q. 3, Tp. Hồ Chí Minh",12/10/2025
